5365,5,10
1166,95,69
8344,13,53
388,22,87
6922,51,31
5879,22,47
9481,85,12
8786,33,69
3897,95,87
6096,35,39
4661,54,25
6275,33,2
8225,13,68
977,74,25
665,0,59
685,85,96
6899,4,71
2730,92,17
254,7,41
7603,61,4
1347,67,67
86,96,66
2605,55,48
4735,83,51
5936,89,10
5570,100,73
1935,98,66
8644,5,37
3597,88,77
3269,51,12
1819,99,86
6586,71,77
5097,69,17
4408,90,60
2224,92,100
4775,53,1
8807,83,42
9148,87,52
2840,57,77
1327,86,39
3691,6,40
3834,68,22
1339,48,7
8563,4,81
4716,45,62
3094,38,46
1400,80,5
8131,98,44
1117,8,4
6374,11,0
6424,77,83
195,69,13
5054,29,94
6230,96,94
7437,6,40
7216,46,84
1470,18,72
5356,86,75
2381,84,98
3002,80,55
4363,32,65
4753,40,14
8029,65,96
8097,7,5
9599,9,94
6881,41,52
8696,41,29
9162,49,16
4219,17,83
9679,78,8
1870,76,57
5557,47,53
8777,48,63
1800,71,77
1912,85,87
4390,12,22
7990,61,7
919,8,35
1236,23,43
2657,0,83
5700,48,76
1879,95,92
5626,2,96
9060,40,66
5734,84,7
9268,37,10
1319,61,5
3467,65,98
4698,18,62
9938,78,51
8389,30,26
9445,48,89
5490,5,47
2496,12,6
532,58,43
6582,98,60
1556,51,89
2438,45,23
1845,15,92
2575,32,36
3644,33,7
6875,86,0
6214,66,1
6104,71,13
2424,69,74
5666,30,33
4791,54,28
9846,7,65
5384,66,1
3156,64,28
5284,62,80
1263,51,7
6788,61,54
1745,36,91
3192,99,51
3403,29,32
935,18,92
5894,0,66
1934,47,83
8800,43,89
8995,59,78
8628,22,13
4159,4,51
7673,25,66
6473,27,48
7865,25,23
7378,45,16
3006,38,98
545,68,46
6753,21,25
443,76,90
2707,13,20
2140,4,32
9190,66,88
1762,13,94
2285,37,95
5803,41,64
4997,94,17
2754,6,44
50,42,15
5489,67,7
1115,87,60
5902,56,63
821,15,54
9979,66,45
1563,47,70
2118,67,68
4856,50,71
211,5,80
4710,17,63
2778,69,36
6649,23,44
2325,55,52
9412,46,79
4772,30,31
1442,14,23
9257,53,91
6902,45,0
4961,99,12
2341,84,56
3300,39,2
1395,40,42
8319,84,89
4706,21,58
8361,16,13
6783,32,79
3939,74,51
2872,59,49
2546,21,36
3377,90,37
9115,14,72
5724,29,98
9308,88,20
3228,77,72
61,6,51
7687,75,6
2883,26,4
7442,47,1
9440,31,44
5196,76,0
5378,43,94
6274,20,81
2987,52,36
8114,31,34
9088,52,42
3268,97,78
5707,3,26
746,1,46
719,12,51
8909,92,63
3131,95,69
2176,25,81
6094,96,94
3826,32,5
3926,100,27
301,96,48
3072,52,3
4830,11,27
2165,55,31
6869,73,99
6451,38,88
7892,7,35
3652,28,78
5440,33,59
3370,67,35
7351,73,39
3499,0,9
8525,42,80
5671,51,8
6833,24,95
3400,30,93
367,42,8
2,57,35
8612,31,74
1943,45,21
3774,48,60
4518,2,12
7995,6,54
9636,49,20
1384,41,100
8192,61,22
2542,31,44
3932,55,18
5316,78,22
9875,75,47
7331,23,42
6567,72,65
8394,64,87
7198,72,74
3125,24,75
9439,61,22
8513,47,0
207,76,31
8198,57,18
4629,78,63
6363,17,5
5481,28,8
9991,98,65
7186,95,95
4655,12,8
8681,78,44
5676,10,51
7599,65,57
7663,35,70
4785,29,26
3248,15,37
9898,22,37
5445,77,46
1328,13,92
8215,13,10
9771,78,6
8054,33,24
2436,63,60
4381,63,86
2646,46,13
4552,9,26
5125,98,18
754,86,56
28,55,73
3304,5,68
4900,61,31
3712,39,69
2817,80,70
4761,73,82
880,56,64
8051,91,47
4019,10,89
6816,90,78
8914,96,77
6644,5,74
5419,8,5
7288,26,31
9269,20,55
8554,42,34
2904,28,34
7767,72,50
3604,58,3
1365,16,86
8900,0,25
7825,89,35
3014,62,75
1230,81,21
5504,35,46
3608,33,53
4533,48,37
6236,83,69
122,19,48
2704,11,2
4449,22,39
7665,54,44
2059,14,98
8865,23,2
6618,52,93
4373,96,33
7555,91,35
8479,66,37
8954,7,86
2362,4,39
247,71,58
4596,21,55
3314,74,16
412,58,39
8372,12,51
6130,56,51
2257,28,92
7037,51,53
2164,43,70
6070,53,59
52,14,100
5374,4,75
630,56,49
8685,84,95
131,80,36
5595,16,59
4804,21,37
5839,66,6
8343,41,85
7882,1,82
8260,72,60
5115,23,83
4673,83,81
8461,92,84
7385,25,54
53,27,76
5532,17,75
2926,95,79
4799,82,50
9028,52,79
8013,20,6
7672,86,76
653,0,72
5126,82,98
5165,91,33
9832,94,81
3188,44,93
5130,67,43
1497,27,30
1619,41,88
1542,26,2
2115,45,49
8972,64,84
6607,67,29
6078,65,28
5809,37,14
2827,7,79
1952,44,63
8450,69,7
7405,58,60
2517,82,91
7794,24,59
813,26,57
7086,45,69
1611,70,75
1813,1,67
9791,22,97
1267,2,64
8712,3,51
6351,93,74
17,26,58
2075,78,49
8422,57,53
5280,48,6
4271,54,1
3855,91,5
5529,36,84
1585,6,81
4519,27,22
8059,94,45
3633,59,32
5549,15,13
8035,88,13
2157,22,90
6285,57,30
8237,68,58
2809,23,69
6514,43,18
3882,82,100
307,60,87
1915,21,57
5051,14,14
7282,14,72
8485,84,32
7706,45,88
6152,46,42
3675,67,21
2024,83,34
6231,99,53
4569,73,5
9693,86,100
1255,50,84
6761,26,55
8439,35,94
362,30,58
8263,25,81
2955,100,45
1552,31,68
4622,69,14
1820,81,9
6779,68,55
6226,71,25
6945,15,68
4171,30,89
2256,87,3
5428,20,14
3674,50,78
4135,36,82
7554,9,61
4755,95,41
6023,32,88
6030,71,82
3763,83,35
7163,2,61
1981,51,92
6158,77,67
1088,21,91
4300,15,63
2302,12,72
8709,92,88
3437,91,64
7778,41,45
8888,36,84
2318,86,48
9417,41,3
2776,67,97
7382,2,23
5178,32,24
9572,14,22
7639,73,5
8403,72,48
95,80,9
3468,35,76
4474,0,71
8585,74,75
1729,57,92
1226,95,48
9084,37,7
1289,13,45
3627,49,96
8931,28,24
8912,22,49
6701,48,41
6101,11,16
4333,34,69
5885,32,74
7511,88,21
8388,11,80
2659,6,37
2927,38,67
9804,47,66
1722,41,92
9720,77,3
6826,61,85
2864,45,14
4007,48,24
7212,63,70
5335,7,33
1123,34,17
447,39,84
102,21,62
9401,42,61
6776,32,51
4489,56,82
8466,81,100
9079,62,46
9762,97,100
7720,37,98
9331,34,18
5187,65,95
9918,88,71
4719,85,91
671,18,72
9802,44,78
9755,21,50
5136,6,25
3621,91,67
2122,2,35
5770,4,39
5680,32,67
5581,49,28
4700,100,16
3589,95,83
6392,59,48
4821,28,30
3018,50,2
1393,86,66
7913,36,28
5654,39,79
7812,31,93
5808,74,3
8408,17,93
6758,79,68
9464,75,47
8487,24,40
3336,78,35
4313,94,38
1165,55,20
3104,76,50
6613,42,32
7829,45,94
9738,34,23
7257,69,44
8569,17,71
3515,55,24
8737,28,4
5077,73,10
5279,3,49
9510,52,7
4705,60,45
720,65,82
5363,32,70
4509,12,4
7862,2,6
569,99,29
6749,43,7
4283,47,7
565,61,30
1201,30,69
7939,52,89
6845,35,51
5416,73,16
6687,98,43
4129,83,63
3120,25,5
5617,37,78
6245,51,27
2321,75,52
2831,92,54
1844,27,12
2263,20,86
5906,75,45
169,40,90
6410,35,3
2019,13,63
7916,89,90
3011,11,95
407,37,70
4874,99,67
8043,91,32
7695,71,20
2922,38,77
7751,88,49
6953,69,18
936,30,0
533,51,55
2647,62,92
2363,54,75
4904,63,29
3947,21,67
3791,100,23
600,89,87
5518,70,29
194,94,31
7488,32,14
643,58,5
8194,59,26
6178,42,4
206,47,77
2650,4,97
2593,52,95
7476,25,69
6605,68,93
6593,51,11
228,75,51
9864,49,75
2359,58,10
5141,51,77
9897,4,31
4965,52,25
6934,77,8
2563,91,18
9944,38,59
3859,64,39
465,24,11
3720,70,47
4729,73,7
9021,2,37
686,73,1
3183,37,45
6046,88,100
7791,25,55
1189,48,19
2217,56,32
882,17,72
9253,7,56
5281,25,32
9104,88,60
9486,50,3
12,44,55
717,54,58
779,65,3
7896,14,43
866,52,69
7146,22,1
5017,48,71
6755,95,25
1198,91,13
2231,11,87
636,19,54
8828,93,78
7076,50,17
8943,80,42
3350,100,39
1130,83,57
1253,11,84
9307,49,93
8740,3,56
5153,81,68
2324,63,12
4028,15,17
2204,77,9
7487,48,9
5435,76,0
5653,89,36
5972,31,74
6459,68,3
1962,75,89
5303,94,83
3441,23,74
7126,8,52
118,49,87
8255,48,49
7389,3,84
2676,86,47
2749,72,31
7628,28,77
2761,73,83
7270,76,62
9761,75,86
7586,69,64
9374,62,97
5843,88,30
6344,90,45
1232,85,12
1532,1,21
2879,56,91
4763,34,0
9054,75,89
9106,60,70
8003,99,0
7260,88,62
8753,66,73
732,3,34
3985,6,38
804,10,36
1700,93,50
661,89,71
5006,60,32
8758,22,95
5015,55,20
6604,19,81
2726,63,93
3920,33,69
7867,20,57
8459,45,4
1131,88,52
4527,85,53
745,4,16
9937,53,7
7355,6,44
4887,19,28
8731,50,94
204,63,0
4029,70,94
9580,48,57
5948,9,9
7173,67,28
4593,22,51
7463,46,83
3794,93,54
315,31,50
678,36,50
6976,67,6
6971,55,77
4351,43,39
8023,57,25
5205,92,20
3740,16,5
9319,37,52
2510,20,89
8415,60,87
1321,22,91
7577,13,55
1028,22,47
5997,27,9
4191,41,16
2632,89,4
3847,33,29
979,53,97
9777,95,32
2856,96,44
1379,48,0
1860,54,79
8350,47,92
6159,48,28
3979,48,14
1290,45,77
2205,37,45
5845,78,1
84,93,47
39,51,3
2601,15,3
5863,24,4
6661,64,23
1264,78,52
1740,67,59
8979,17,41
3777,37,3
8426,76,73
1575,39,85
257,30,43
54,69,48
6287,93,23
4490,77,18
7531,32,19
2738,10,85
920,66,60
6043,23,38
1450,13,1
4933,34,51
3266,78,98
8862,25,23
1573,64,79
4854,93,96
1271,90,18
3256,0,30
6317,28,92
2347,79,16
7287,70,59
7070,84,85
8133,67,97
8467,24,22
6957,30,80
23,80,68
8719,35,58
9899,94,0
374,7,37
7908,3,99
8557,38,78
6632,58,23
9616,95,34
822,41,58
5693,40,85
5756,18,43
4250,94,15
8241,68,60
6897,87,68
46,72,76
3070,100,99
8211,17,24
4179,94,67
2391,36,23
4723,61,59
2694,20,29
7699,82,99
8604,74,99
5946,1,31
3201,6,77
9444,49,81
1731,32,46
3535,24,31
8890,52,47
2690,54,69
5732,35,58
8657,2,53
1024,100,91
9814,78,14
3405,37,71
9001,43,12
253,45,7
5331,54,91
8517,85,67
2953,98,43
2600,99,53
6093,72,26
1054,11,39
581,16,53
3274,69,35
330,60,92
900,81,87
7534,23,31
885,93,10
4123,73,90
6273,93,53
642,5,73
7748,57,64
1984,50,9
5070,65,7
7290,37,56
7874,13,28
8803,73,36
2796,51,95
8919,91,5
1026,66,32
349,15,23
6089,60,75
377,28,25
3970,14,22
3207,9,69
9422,80,60
7002,23,81
6650,86,68
4013,100,29
1794,98,18
8179,51,0
4554,0,11
9131,34,76
708,99,43
1804,7,47
1518,91,74
6626,52,94
5216,2,51
3098,3,63
1959,56,70
1428,33,31
986,66,36
6014,44,37
4350,71,82
331,75,17
954,37,73
9649,36,91
9724,30,37
9537,35,34
4744,81,56
2649,97,82
1331,54,18
9583,8,90
7458,13,34
5916,85,91
9805,29,48
356,6,38
1858,66,17
4864,6,82
962,23,57
7300,1,50
302,81,1
4520,57,44
7448,2,77
1507,78,22
2787,78,9
5745,36,96
1461,76,38
5078,33,97
9753,0,17
3140,40,32
606,15,98
7805,14,58
8353,63,5
7575,32,28
7226,95,88
4114,73,96
1805,31,3
2502,56,65
592,39,9
875,2,56
5231,46,5
5769,71,90
9911,13,26
321,87,17
3487,6,99
4042,14,7
6689,49,18
8142,83,20
7419,51,45
5009,71,8
1273,66,78
9423,4,37
2640,40,59
5705,43,52
981,46,3
6388,32,10
3605,57,31
3060,73,49
5930,55,6
7219,9,83
5487,68,56
279,100,53
144,37,97
6082,12,95
4122,78,25
1094,17,56
9961,89,59
7278,84,48
7754,69,38
143,58,24
1790,91,50
9433,53,8
8550,9,9
541,38,24
112,100,13
9559,22,14
5883,32,42
417,83,69
6443,73,31
9357,41,57
4523,9,51
9220,45,66
406,41,49
7846,17,2
7811,37,38
6989,30,72
7289,64,79
614,20,63
4947,47,87
611,59,21
9342,40,54
9291,12,84
7598,80,37
6772,39,64
5800,8,38
4071,17,51
6912,99,80
7544,82,95
3536,50,52
4382,31,19
3577,18,63
2531,84,55
8256,64,48
2859,80,79
3888,97,86
8031,22,81
8486,35,60
4928,28,73
1006,82,65
6059,78,98
4337,94,0
823,3,8
113,40,81
2764,99,34
7647,47,64
6521,40,85
2092,64,97
2813,69,57
4891,82,33
5089,30,23
7134,68,28
8243,84,2
1608,19,64
2842,20,9
8162,61,23
5772,24,96
7208,33,61
556,91,20
4870,48,12
4918,84,91
8360,27,16
3306,34,78
7941,74,86
3522,95,18
8717,27,94
8661,65,48
7107,73,48
8158,12,95
572,98,33
6579,69,20
2739,3,83
4516,61,38
9194,30,98
401,34,56
2805,31,51
1083,6,94
9729,84,76
295,54,16
4934,64,77
3697,76,22
3360,99,7
7648,58,15
2903,23,21
3185,34,45
8951,96,96
6584,64,75
1772,62,99
2225,23,58
5998,39,86
8093,30,88
8396,30,27
1070,53,82
3117,87,80
5270,93,33
4835,100,20
7510,80,60
905,29,26
2018,98,5
7074,46,55
5383,67,33
2411,26,33
7838,95,70
7410,16,23
6855,29,79
852,63,53
3173,35,71
7063,6,75
2485,72,36
2167,46,77
4674,52,44
2467,12,79
2845,59,88
6892,38,95
2595,21,16
6364,41,6
4144,66,77
687,97,34
2571,70,17
2368,69,96
5349,49,67
9339,67,72
7346,32,24
4603,1,14
794,2,65
38,82,100
484,92,19
8933,88,20
9603,65,8
150,21,84
7093,59,36
8492,79,31
8429,70,62
3416,59,68
4469,48,28
1202,99,51
3340,35,66
3184,30,37
3678,10,29
8607,55,82
679,59,97
4160,88,27
670,27,63
448,32,85
1663,2,78
3001,5,37
7088,74,31
5764,29,82
5689,11,69
8768,17,87
3315,80,22
2245,94,76
3683,59,2
9397,48,13
6890,77,0
47,51,12
7084,22,38
3345,89,8
1993,68,52
7284,94,33
5479,66,0
8691,92,26
4784,21,86
9199,11,92
5941,32,78
8653,89,14
7793,86,71
5590,22,29
7917,52,89
2395,15,44
1010,72,54
7935,54,63
8041,29,42
5831,35,44
3844,32,0
871,71,26
6191,68,1
1375,66,96
3202,50,53
5407,0,72
7854,27,34
8672,76,74
4158,56,12
4346,12,32
2010,46,59
9387,83,51
5214,3,19
423,44,24
2536,5,41
2080,81,92
4957,90,91
1338,34,25
7858,11,33
4255,76,31
8392,48,31
5021,27,3
639,93,56
5106,79,94
503,22,79
8952,22,46
8128,1,30
5037,98,67
1153,4,14
9678,4,34
6378,24,64
9688,1,5
3642,77,98
6719,33,30
1500,65,81
9480,57,71
9023,24,36
7696,73,86
5253,56,55
7945,61,36
6441,47,29
8911,17,81
8743,5,31
1756,1,60
2755,29,73
3984,26,88
340,62,89
4892,1,61
8449,28,28
3544,82,96
7302,40,51
5140,20,36
5841,53,13
9748,63,59
1049,66,79
2900,90,21
3290,33,63
6939,92,41
7067,26,65
2616,18,22
8404,36,61
2339,89,94
1596,25,29
7434,45,45
8096,87,50
6455,86,92
9628,63,43
4688,16,37
3107,22,4
6102,90,77
784,66,36
5638,66,36
3582,32,96
2343,37,39
3390,26,40
2913,12,47
5699,75,58
4447,60,8
7440,41,17
9917,94,17
2722,84,93
9463,33,86
9010,76,41
3527,64,36
6453,38,64
8022,44,7
3688,8,51
4927,18,0
8073,36,100
1953,82,28
7251,99,57
9604,91,27
4756,18,97
2824,24,73
5928,65,51
1065,52,81
5911,53,8
5421,63,27
8152,85,22
2993,10,53
4577,8,78
5931,22,46
3034,24,38
2180,41,77
3301,54,26
4743,87,74
8226,23,21
1989,75,0
1973,98,64
4948,31,57
8250,29,19
3850,28,78
6771,75,49
5422,38,25
1659,39,84
8734,83,34
3471,85,57
1710,34,26
8058,24,82
6148,84,26
957,93,69
1300,53,16
7478,16,41
8376,40,1
3508,75,59
1557,46,7
9170,38,45
2179,72,37
222,10,52
8586,14,36
3971,59,11
37,45,39
4297,82,63
1089,65,18
4532,85,89
584,48,97
4375,41,82
8089,76,61
4117,100,10
6448,86,12
2980,83,45
243,12,11
2507,18,19
6531,20,18
5877,10,21
5448,50,93
2342,56,7
4307,80,33
7856,36,47
3279,26,81
4678,88,82
6090,69,32
5131,74,19
3444,44,74
8730,81,18
2170,48,22
7527,56,54
476,82,30
5750,25,52
2808,90,11
5105,9,7
7921,47,63
1656,13,7
217,31,100
1687,21,89
9981,41,5
9380,83,86
8782,61,12
4309,70,22
4906,38,23
1755,91,66
6746,24,44
9556,46,94
9669,16,75
3935,35,20
1322,12,52
5787,50,62
105,70,31
5977,6,83
4568,13,80
1217,80,56
9496,60,34
5704,16,86
8744,57,26
3424,31,54
6417,12,93
8463,0,10
793,28,45
3556,83,94
3483,57,65
5683,9,84
2576,71,82
5312,68,98
7959,83,22
6188,22,18
7963,61,32
7180,12,41
3750,85,14
2515,0,92
3785,23,38
1675,73,1
1975,24,21
8187,40,56
7573,88,3
5295,43,95
7746,11,97
4386,18,93
5523,49,58
6201,13,26
9593,49,61
4709,100,100
2564,76,76
9416,89,96
149,38,61
622,57,84
9708,99,52
1630,46,24
9980,37,31
6710,56,59
1447,92,70
1154,84,37
4982,70,13
5835,45,31
9105,100,50
2331,53,86
8117,73,17
5648,17,70
8155,96,48
2274,50,41
1272,7,19
9711,64,82
9885,63,6
93,60,13
137,10,84
5485,16,51
2301,51,66
6105,64,47
9684,51,28
7477,1,46
5577,20,39
3505,96,55
2495,33,20
6445,70,31
5439,22,17
7952,60,27
8742,85,96
6256,62,46
4413,82,7
1826,30,85
1916,27,60
505,66,69
5401,72,54
9103,20,12
3924,27,50
9124,85,46
2897,69,59
3187,65,21
3157,81,77
4237,89,85
9171,37,61
1140,4,89
4827,75,58
4264,57,85
9460,37,49
9424,26,15
1678,55,22
5452,7,33
470,21,61
3295,93,37
891,24,72
3144,70,86
8456,66,94
1508,14,65
472,70,58
3335,16,95
7091,18,38
2002,100,73
9710,70,74
4707,5,52
849,66,3
8967,4,71
3353,42,97
2328,6,96
7841,5,45
3895,54,92
2187,90,12
4269,20,13
1620,82,5
2556,11,73
119,44,15
5852,91,55
3672,53,64
696,54,20
544,7,99
6080,18,100
785,78,15
6906,34,14
4886,92,40
4437,24,2
4923,74,89
3101,47,96
1680,45,5
8813,72,75
8430,18,42
9118,37,29
7145,97,94
4839,10,68
8028,19,8
264,3,51
158,16,90
5358,6,24
6818,64,65
7718,20,74
229,49,80
2072,81,16
2869,44,76
8109,80,83
9310,33,78
7312,98,26
3236,100,70
4942,2,92
7966,32,97
4984,81,78
4627,41,52
3541,63,44
6099,86,53
3041,48,3
2017,59,23
1931,98,6
526,27,2
1859,31,12
4024,53,25
4902,60,68
1825,29,70
2923,26,2
8380,21,44
3438,33,11
3466,87,60
8683,14,69
4889,6,8
3849,51,74
3641,13,66
2278,17,30
4818,48,38
5029,62,99
4471,75,5
6117,14,27
1603,64,55
7982,66,87
3238,25,75
5305,6,65
2989,41,45
1521,55,24
2582,76,95
7377,20,17
6198,33,3
4507,64,26
8975,91,27
2334,87,3
1033,17,34
1411,61,63
5979,31,7
8006,78,100
2822,93,3
2642,51,27
2617,82,0
7334,38,79
3147,2,98
3913,76,13
7066,30,96
7221,69,24
9045,18,98
9576,18,49
4665,0,40
1763,11,25
4990,16,20
4235,4,19
1323,48,6
4222,36,75
3643,49,2
8650,90,86
294,83,43
697,8,51
4909,80,75
5325,33,42
215,55,26
9111,73,54
7451,52,33
3638,75,89
4195,71,28
8850,7,95
4768,3,0
3810,6,91
2482,78,86
2691,1,89
6196,73,49
6194,81,49
7242,73,60
5694,73,82
8551,6,41
9677,5,34
2193,35,73
1786,73,33
4280,43,3
5010,19,12
7530,42,91
8869,49,65
778,79,78
9369,90,59
3770,65,98
7691,18,10
3330,45,63
4714,42,33
2697,62,42
5545,62,36
9443,6,100
1598,67,77
6949,88,67
7228,27,20
9778,48,35
5282,66,69
5496,50,84
8287,62,73
3758,16,60
1141,33,42
5455,97,90
9971,28,11
3103,85,92
5134,78,39
8790,93,78
3421,50,73
4287,56,27
3759,7,79
1720,90,84
4414,93,48
9807,44,48
1576,17,48
2643,53,38
8983,100,38
9524,95,60
1891,92,37
7742,25,68
9172,84,53
2821,66,12
1423,49,48
8598,35,42
3431,77,36
9117,91,3
4890,74,82
1227,22,45
8779,20,6
5915,55,20
5872,63,58
7350,3,93
4075,44,62
8497,21,95
1429,63,84
8297,12,30
3663,92,51
4738,85,77
1434,14,39
575,90,100
8615,50,17
933,36,24
1560,24,3
777,31,32
3929,48,29
9408,5,91
108,14,26
9859,100,11
896,87,21
4704,20,25
9448,40,2
9656,90,28
8338,33,93
5726,94,31
2974,18,79
1301,89,19
5261,57,67
6259,77,46
737,12,60
7948,19,76
9221,94,94
4073,97,18
4220,3,49
9151,28,21
792,66,24
1751,12,17
3807,12,81
9812,75,83
1674,75,39
7176,2,26
7643,92,31
49,77,15
811,32,7
9836,8,6
6757,7,64
8222,67,24
5616,31,94
5737,54,8
3899,37,96
7368,20,40
9818,25,52
7715,92,22
4897,89,36
3176,63,62
5816,23,61
2885,5,34
7766,77,77
3703,85,19
599,89,89
8313,58,13
6371,34,29
5646,10,34
4031,55,36
4644,32,90
1425,11,10
1196,75,80
9201,74,21
8000,92,19
5366,36,39
1591,81,77
5362,24,78
5201,79,48
359,91,96
2356,87,97
5385,42,1
1903,50,69
1920,52,67
1233,46,36
9709,25,43
3455,55,9
7129,71,61
1371,30,5
8861,79,86
382,33,82
8153,73,87
9126,19,4
6542,45,15
7492,83,80
9927,35,29
2760,54,83
8292,35,55
8675,51,16
5430,73,10
1116,91,17
3739,63,69
1732,45,20
2265,32,42
7703,10,80
4938,86,96
937,24,58
666,76,15
6323,80,31
951,9,79
8621,63,26
8116,1,44
956,27,29
8065,34,10
6171,20,90
6422,60,67
3398,76,54
5949,82,71
1961,51,62
6493,72,58
1382,71,27
6628,99,21
6396,90,32
9739,97,49
8757,83,51
4093,40,41
270,37,4
1610,42,100
8164,15,85
7202,97,19
7401,28,63
3583,50,61
8124,75,10
1788,83,40
2930,1,86
8272,66,12
2706,18,36
176,51,35
8776,83,65
7338,86,93
4925,45,27
7339,79,41
7267,38,33
2699,77,37
7806,61,99
4717,68,65
7694,59,17
7936,41,82
7017,92,37
276,50,71
5003,81,25
8358,79,61
9775,90,74
2588,8,61
1956,88,82
3802,7,57
3624,41,53
7026,24,55
9017,39,46
2806,82,82
1695,41,40
5939,5,3
5050,13,4
2259,99,39
3602,34,91
4501,16,85
4069,43,28
6087,82,49
2917,71,99
8559,9,20
9660,13,20
7264,19,16
5104,75,91
5575,12,88
9567,74,82
7276,35,47
6133,83,98
3197,59,80
6561,85,53
3150,78,4
2915,58,36
1881,90,3
782,55,36
3427,32,25
652,3,39
2683,97,3
6592,5,19
3309,88,37
5522,58,42
3852,24,29
2773,6,49
6370,29,91
1554,76,81
4224,99,58
9606,41,12
617,57,56
9484,56,86
9630,4,96
3901,59,56
3999,87,66
2709,40,16
4080,92,37
7454,0,81
6384,10,22
104,34,87
9941,1,33
7521,79,79
889,87,78
6923,87,53
7807,52,89
9534,39,20
230,82,27
9029,74,22
8822,54,60
5274,41,79
6767,96,25
4389,65,9
3737,66,11
5880,46,78
5296,30,2
3883,28,55
2841,42,80
6961,84,7
7373,74,35
3245,80,100
8278,47,15
7472,40,14
5908,19,40
692,97,10
182,34,96
3945,66,95
2275,20,95
18,75,0
6248,87,7
1547,47,35
115,31,59
1646,21,18
5530,37,35
2880,23,62
4798,76,96
5710,45,9
5005,52,89
5263,14,41
5632,48,83
6009,14,39
9513,12,81
8306,52,97
4120,100,96
4660,64,29
498,66,10
8670,71,57
7056,48,42
7849,76,77
2423,98,66
5640,63,53
2386,62,52
9696,92,95
6690,45,4
7976,6,6
6645,66,79
3909,36,62
3981,62,2
7495,85,7
6813,74,8
6269,56,46
4068,88,99
5225,54,23
6608,28,96
2548,6,13
7713,56,76
5343,50,59
589,63,67
2795,61,62
1032,96,6
585,37,91
2674,69,93
1789,64,90
7135,47,62
3726,28,18
7638,14,33
8195,82,73
6747,19,28
7581,53,98
3153,96,44
8993,42,43
7342,80,23
6553,98,28
5088,41,89
848,87,46
6625,19,76
3376,77,72
9031,51,49
4156,51,62
5107,96,87
5943,85,71
845,10,23
8704,87,19
4141,1,43
6262,80,75
6161,17,9
775,59,98
3876,56,6
704,76,60
2891,69,30
8610,91,34
2345,37,23
4525,30,100
