1783,8,74,
2292,44,77,
9331,61,97,
6492,11,2,
1145,76,63,
4845,32,75,
9309,85,69,
7341,26,2,
6272,0,8,
8756,50,84,
5466,75,14,
8274,47,26,
6252,35,87,
5509,27,81,
274,5,46,
5145,3,70,
3694,13,35,
3392,96,28,
9363,48,12,
4256,90,42,
5896,29,59,
449,47,26,
9050,1,72,
5762,26,70,
1919,80,24,
9105,36,37,
6627,31,38,
1001,4,100,
9537,65,45,
7522,94,82,
8444,91,50,
7309,49,97,
7322,97,14,
8068,19,23,
1294,74,75,
8714,96,52,
819,77,89,
2407,49,55,
8640,59,95,
3690,13,46,
665,16,50,
5773,55,84,
8850,44,55,
1351,78,93,
5150,79,39,
4821,4,74,
6223,83,67,
3626,35,91,
5383,54,99,
6347,32,38,
9753,0,6,
6744,34,30,
2518,94,0,
3328,56,39,
206,14,48,
2624,90,21,
9460,8,34,
1214,90,39,
658,57,80,
373,49,38,
1978,20,19,
2477,78,89,
4130,60,60,
4310,81,82,
7501,7,97,
7296,98,20,
8438,77,14,
2719,93,82,
4425,41,16,
63,41,39,
3681,11,96,
583,41,83,
1608,82,10,
8814,32,83,
4345,0,91,
2027,4,91,
1541,91,3,
6034,24,72,
738,24,97,
9880,88,57,
8082,10,33,
9472,64,9,
5968,8,7,
4424,26,20,
3281,9,63,
3518,5,72,
6538,84,21,
4687,91,40,
6792,4,52,
2089,47,89,
7290,46,54,
7350,71,83,
8864,45,29,
1402,1,15,
4214,62,25,
624,15,19,
2851,12,26,
895,9,2,
7507,51,36,
1823,87,53,
3146,45,75,
8990,55,39,
2753,100,53,
5563,19,47,
9529,99,51,
6563,13,44,
6960,34,52,
8930,63,42,
1861,28,39,
2716,10,1,
8854,51,57,
5985,32,8,
4550,26,8,
2025,82,84,
8495,51,16,
7187,60,6,
715,31,68,
3656,22,25,
6773,17,8,
7757,95,46,
6269,62,14,
5797,74,77,
5345,59,45,
2565,32,75,
1372,81,41,
6777,40,30,
2720,81,66,
133,82,23,
8673,77,13,
520,78,52,
7065,73,9,
6317,18,32,
551,12,37,
8496,89,78,
5333,46,66,
6870,50,21,
2510,22,67,
9291,16,72,
6783,49,57,
8582,53,29,
6876,100,6,
2037,1,31,
4848,84,4,
6853,34,95,
6326,64,10,
1281,95,11,
4530,19,34,
1180,55,80,
5752,57,87,
3114,5,66,
9290,83,31,
4157,75,100,
9933,21,2,
8344,68,77,
6532,57,28,
5961,51,29,
9731,28,15,
2259,64,51,
3932,61,63,
8391,18,88,
4242,32,91,
7036,24,44,
1029,57,94,
2164,57,76,
5713,58,69,
5420,63,24,
8183,50,53,
3458,0,42,
2954,0,57,
4009,59,11,
1801,72,32,
559,65,13,
5483,71,81,
1731,5,78,
3721,6,73,
2913,2,10,
8386,0,63,
335,23,47,
3000,23,98,
5248,34,37,
1251,84,71,
1843,39,72,
6720,14,25,
7433,93,23,
1644,81,22,
9346,99,99,
6309,79,57,
3476,45,91,
9552,69,48,
8106,95,10,
2885,65,80,
1548,69,32,
7594,24,62,
2769,28,36,
8227,66,5,
2752,83,92,
7971,7,17,
7859,8,12,
316,99,29,
1532,16,65,
4874,63,59,
5196,99,94,
7983,85,6,
1334,74,90,
4560,65,90,
6016,34,45,
6970,65,34,
4277,90,92,
3088,47,96,
2330,56,29,
8896,59,74,
7101,75,53,
2748,48,13,
1407,73,95,
8570,11,58,
4584,94,95,
5343,23,86,
8980,3,14,
1010,49,20,
6958,71,16,
7266,59,24,
9013,49,5,
9573,97,53,
892,94,31,
7052,66,84,
7852,61,45,
4683,22,9,
6812,68,90,
223,38,20,
9186,65,98,
7996,94,28,
1083,71,75,
4899,17,32,
3198,40,40,
9917,62,10,
4626,7,54,
4233,43,98,
5033,43,41,
3559,85,64,
9903,91,16,
4394,75,32,
4034,74,79,
3798,61,11,
6177,92,71,
9489,71,92,
704,86,89,
2085,7,63,
8725,74,98,
297,95,20,
6669,82,81,
8197,7,73,
3797,33,70,
1893,43,83,
4852,79,44,
5892,12,81,
8730,1,96,
7010,78,26,
6462,40,45,
876,59,3,
2101,97,8,
56,19,49,
2011,76,55,
3936,99,3,
1418,31,50,
7576,32,61,
5068,68,1,
4397,68,58,
6986,19,4,
3556,54,27,
7108,26,43,
7398,5,10,
7014,40,17,
8892,93,69,
7326,39,81,
3357,59,88,
4902,35,26,
8586,15,62,
8762,98,43,
2337,28,60,
3806,17,4,
3144,41,74,
2481,19,61,
4349,45,91,
5521,62,94,
4455,76,95,
3131,44,66,
8648,64,45,
8636,15,21,
3212,17,43,
2805,62,63,
6178,8,99,
7995,94,85,
6784,37,57,
2203,87,83,
1167,46,6,
3308,24,66,
4773,92,6,
884,70,39,
8296,66,90,
8244,82,29,
3712,61,64,
7671,84,1,
442,18,44,
6105,68,18,
5366,19,58,
8964,70,53,
8215,100,78,
4081,1,34,
1443,73,10,
4504,9,2,
4617,53,96,
2619,70,63,
1993,56,72,
4592,53,27,
9922,64,57,
4300,59,27,
565,7,23,
8349,76,36,
6915,76,16,
2910,67,74,
8369,83,94,
2664,91,85,
4306,84,62,
1646,32,93,
122,87,99,
9973,80,54,
2196,15,29,
2597,53,32,
6396,94,56,
4939,96,33,
6206,76,13,
4970,35,56,
6834,98,82,
4854,64,65,
9624,93,29,
3953,2,2,
1232,93,35,
3044,85,89,
4053,21,42,
5344,64,11,
2130,94,77,
9935,17,85,
4496,39,70,
4501,5,49,
9792,14,85,
3971,61,2,
5125,75,8,
9617,63,22,
8002,12,0,
1109,75,82,
4637,0,39,
9974,88,17,
8317,96,92,
253,2,93,
7150,88,54,
8267,74,99,
196,18,31,
8276,3,80,
1256,64,38,
9368,8,51,
4166,12,76,
7230,47,65,
854,45,100,
2275,84,30,
7826,86,99,
6117,15,44,
4199,77,72,
2743,70,9,
2388,90,1,
8690,84,27,
9799,40,55,
6123,21,91,
6863,34,24,
3810,50,68,
142,80,97,
2620,100,12,
1850,49,56,
4832,77,65,
2324,98,2,
2926,71,78,
5252,7,98,
9930,7,41,
8493,38,19,
937,90,61,
1769,100,21,
2254,53,50,
7272,62,50,
6718,44,9,
6512,74,35,
4981,72,93,
3026,17,6,
8576,79,86,
6932,42,30,
5213,84,37,
4375,50,59,
1079,28,91,
3457,81,9,
9144,47,3,
1838,41,45,
4007,37,33,
9282,96,44,
8723,56,96,
8221,83,59,
4008,78,90,
1239,84,16,
3713,30,83,
7320,2,27,
4426,5,62,
2377,87,80,
7842,25,80,
1747,26,83,
1748,42,43,
7899,42,5,
4947,5,22,
7753,17,20,
7001,52,51,
5596,85,9,
7043,92,69,
5238,40,37,
8278,27,19,
7257,31,53,
4562,61,24,
7379,72,93,
8733,76,75,
8981,6,100,
966,10,46,
5360,8,23,
9125,4,44,
3722,80,57,
540,81,40,
4190,38,84,
5406,90,72,
3346,98,36,
28,65,77,
3743,0,42,
6167,71,20,
5327,71,77,
3140,95,36,
1487,61,79,
7268,81,63,
3524,41,65,
1852,90,85,
3473,92,93,
9053,81,53,
3394,96,77,
4259,81,78,
5034,82,5,
8874,46,20,
1163,43,69,
5439,65,16,
643,90,85,
1311,15,23,
4100,94,77,
9653,54,3,
7089,45,75,
5602,77,38,
3211,1,27,
1803,66,87,
2802,75,79,
2767,64,52,
1414,62,53,
9447,80,73,
381,59,91,
5255,68,59,
6497,57,56,
4126,68,44,
8195,82,44,
4407,54,68,
7023,7,49,
6036,14,2,
5177,35,58,
7040,96,10,
7591,90,99,
3463,10,57,
139,20,43,
1642,13,62,
4461,67,50,
6139,78,81,
2959,72,63,
3968,81,15,
939,74,21,
4506,76,23,
7286,24,12,
8977,81,65,
7862,34,7,
5682,44,38,
4690,34,56,
4241,98,58,
2300,61,71,
3447,46,64,
2681,18,94,
8290,49,59,
57,63,21,
7845,100,40,
8572,75,25,
5498,80,11,
1851,65,72,
1066,67,67,
1058,22,71,
993,17,32,
1761,60,71,
8659,57,7,
7034,59,81,
3349,1,64,
2857,58,71,
52,88,16,
6130,75,13,
4483,7,50,
4693,1,17,
519,100,43,
7265,95,80,
7786,16,13,
2886,45,67,
5907,95,54,
9420,94,96,
9347,52,14,
8053,65,50,
5604,12,23,
1322,80,71,
430,39,93,
5562,24,37,
4062,30,7,
3483,11,81,
7876,11,71,
9094,20,30,
5080,38,81,
3955,54,4,
7022,9,38,
1462,44,71,
354,17,6,
8616,73,23,
729,82,48,
6574,14,4,
7505,84,1,
2031,53,80,
8065,47,55,
2865,14,7,
7824,100,85,
6031,29,44,
6335,42,80,
5122,99,80,
6002,80,59,
8775,56,100,
8919,23,99,
7750,3,60,
7765,51,52,
677,21,70,
9166,15,28,
7327,29,48,
4754,28,94,
3238,96,20,
5770,74,83,
3420,33,22,
5317,21,46,
6156,29,78,
8635,78,95,
4248,7,71,
2688,1,64,
4227,26,2,
1433,77,7,
5583,51,57,
2625,13,28,
195,62,69,
6505,23,88,
6756,24,25,
1707,60,60,
75,94,13,
2905,71,33,
8293,49,0,
7254,99,56,
5087,20,39,
9944,58,48,
4288,54,3,
42,20,7,
4640,86,87,
8451,7,38,
7300,52,16,
3014,61,23,
5943,49,7,
9902,63,29,
7613,6,3,
4844,15,84,
9619,90,65,
6405,45,40,
1097,2,96,
6427,48,67,
3021,72,82,
9560,33,75,
1195,90,53,
4839,26,48,
2465,20,10,
5524,31,72,
6793,70,14,
6758,26,6,
478,79,4,
7500,73,66,
8986,30,43,
3500,41,98,
8989,88,82,
5283,25,63,
5220,10,96,
1225,6,77,
5258,52,19,
8271,13,50,
4118,6,38,
7538,15,73,
3591,94,49,
5216,29,69,
2034,62,42,
5632,88,30,
6180,54,34,
4665,51,59,
1084,58,93,
4475,53,41,
8239,4,24,
1725,47,56,
2503,41,52,
7144,9,39,
5640,67,90,
9404,41,1,
418,51,51,
3246,8,92,
1231,23,78,
5756,98,46,
9844,47,26,
6297,20,38,
8226,11,23,
5081,43,38,
9988,0,92,
6562,26,22,
2735,25,32,
9343,19,9,
4168,35,37,
8843,88,91,
6096,91,70,
2841,3,99,
4889,88,71,
7778,41,13,
2271,75,86,
5824,19,85,
3604,0,32,
8507,17,76,
1326,25,85,
3069,72,80,
3664,56,74,
3875,95,27,
6358,36,74,
6251,51,60,
2145,67,48,
9051,13,59,
8782,3,1,
6690,20,47,
7828,95,86,
6476,35,4,
3727,16,79,
554,70,52,
5844,32,14,
5138,18,69,
1528,69,78,
6739,50,83,
7476,89,20,
7539,98,75,
8536,98,32,
1867,14,64,
1033,38,83,
2682,34,69,
1614,37,2,
6616,81,35,
1341,69,45,
508,57,43,
209,55,52,
7377,68,88,
5668,81,76,
4202,47,97,
6555,90,97,
6073,69,55,
4755,22,69,
6490,76,66,
3744,41,55,
268,65,23,
788,55,99,
3729,84,19,
8849,70,23,
3515,61,43,
4500,54,64,
1246,57,65,
1513,18,16,
2775,77,74,
4518,47,31,
8119,72,65,
5113,61,88,
3234,34,2,
9977,67,12,
7886,12,5,
8902,25,58,
881,34,3,
490,64,78,
8205,96,72,
151,88,9,
374,99,42,
8968,91,95,
1927,51,85,
1008,88,60,
5070,0,84,
784,58,5,
9649,75,23,
3914,39,80,
5710,25,75,
131,73,13,
1319,40,71,
2761,86,42,
5010,98,10,
4928,18,26,
9865,3,97,
9371,89,41,
3617,99,48,
7478,22,92,
9675,93,84,
14,23,93,
4909,82,76,
9890,29,80,
450,95,17,
7799,85,10,
2889,8,53,
1775,78,44,
1160,25,22,
6198,20,5,
837,67,75,
2942,97,68,
1917,75,4,
5397,52,94,
5825,47,80,
258,69,54,
3924,53,42,
7985,50,17,
8746,56,47,
5542,94,50,
1202,65,46,
2328,36,61,
3982,15,52,
3807,66,91,
2001,76,95,
3643,59,33,
8832,48,93,
2119,93,98,
6737,40,23,
5127,11,63,
2296,6,79,
4361,37,45,
5725,60,97,
2239,1,7,
5332,85,39,
2249,53,32,
4318,24,4,
9847,16,65,
6055,31,47,
2637,15,64,
1384,35,18,
4178,17,72,
7534,37,2,
1565,71,48,
4404,68,57,
4788,13,29,
9940,16,97,
6350,88,61,
8188,77,46,
5729,58,37,
1002,56,78,
8460,86,93,
2371,49,23,
9527,33,77,
9121,96,17,
9113,39,29,
147,2,38,
3703,77,5,
3954,44,56,
3437,93,75,
1828,14,95,
2904,15,54,
1777,12,52,
1821,82,46,
4884,15,20,
6825,26,87,
5746,100,48,
6975,64,58,
8801,8,48,
5871,0,16,
6869,88,48,
9397,73,36,
6019,57,21,
2732,24,10,
3099,86,35,
6238,96,77,
4365,21,82,
5012,46,47,
8128,65,80,
8167,20,2,
4553,19,79,
2265,76,25,
758,98,42,
3762,35,55,
6648,41,78,
7386,86,40,
8621,67,72,
2559,52,41,
3768,84,91,
1077,26,73,
9419,3,80,
5452,37,54,
6304,44,91,
3516,96,20,
7343,99,90,
3288,35,62,
5206,45,61,
4482,82,86,
7004,89,98,
5134,79,98,
3226,82,35,
2301,7,16,
9965,17,75,
4266,86,32,
4497,69,36,
5389,29,82,
7605,86,52,
3430,76,78,
9283,87,66,
4815,4,45,
3639,3,57,
2434,3,38,
2698,96,52,
6724,52,23,
4910,61,52,
2772,41,60,
3535,83,30,
4200,4,38,
466,30,1,
6138,33,33,
4312,13,76,
3255,97,36,
4151,5,54,
3468,65,41,
4790,9,70,
1538,40,63,
9005,89,99,
1181,32,13,
9459,75,95,
8862,68,91,
3443,17,53,
1015,74,36,
3582,79,72,
6519,85,8,
9708,32,91,
6711,52,55,
9111,59,79,
4046,99,50,
8549,1,28,
9508,21,55,
5519,65,35,
3589,49,71,
5060,100,28,
5278,7,3,
1199,26,33,
806,4,28,
2067,51,41,
1503,60,80,
5805,98,57,
7820,92,67,
8102,35,6,
7126,90,32,
6529,3,91,
4029,36,19,
4291,43,33,
8325,50,85,
2349,42,8,
4466,97,82,
2255,48,45,
1661,4,38,
8101,26,75,
3679,83,82,
1339,81,7,
3488,0,29,
7644,87,43,
4032,50,26,
4236,54,64,
1191,66,49,
692,5,67,
6781,64,60,
7892,41,50,
8352,61,96,
6422,29,78,
8609,79,44,
341,29,38,
5576,99,59,
3877,95,75,
5097,90,8,
2941,31,71,
8357,1,97,
4477,48,10,
4440,88,84,
2901,86,63,
8015,22,19,
1743,23,58,
7667,0,82,
5580,5,76,
8652,7,57,
9016,25,26,
8114,91,41,
1920,92,57,
8579,77,28,
7552,61,78,
3206,91,76,
5164,96,73,
8309,96,14,
2133,93,74,
9627,63,23,
1078,26,80,
9067,88,92,
6789,4,94,
4462,19,12,
1537,95,10,
1052,13,28,
4942,44,31,
8414,71,1,
4920,90,24,
5375,74,41,
4660,64,62,
7045,25,21,
9140,66,93,
904,43,51,
2517,9,83,
4893,44,67,
8036,92,2,
8857,89,49,
6220,40,13,
3296,4,52,
8796,98,86,
4883,75,27,
9501,95,24,
2991,39,23,
4983,71,44,
221,1,29,
6356,51,60,
9943,93,89,
2469,37,85,
4798,2,87,
1659,79,16,
718,74,87,
3178,86,71,
4855,66,87,
5493,4,37,
8281,64,36,
5457,15,76,
5551,90,40,
1529,58,77,
5348,96,0,
5743,52,46,
5261,77,99,
8126,59,45,
3176,18,8,
9941,96,60,
2766,8,95,
859,15,61,
1869,42,33,
3788,28,36,
9344,17,30,
7756,96,79,
6334,57,65,
2135,54,27,
3024,13,56,
1504,66,34,
4537,89,95,
2040,68,84,
6621,50,29,
2316,4,16,
696,65,17,
3730,2,65,
6712,76,34,
1815,58,74,
29,68,88,
9794,46,13,
7424,35,11,
5638,17,70,
5661,2,11,
584,35,20,
4244,99,56,
9418,39,9,
8469,24,84,
6007,25,83,
1984,73,59,
9387,35,52,
2240,18,81,
9394,46,57,
1035,1,9,
6507,97,66,
415,42,72,
1719,24,21,
4551,54,86,
1422,8,95,
6855,26,1,
8942,99,85,
6823,51,96,
2540,3,25,
2429,47,54,
3271,17,60,
1640,46,73,
3033,38,15,
3659,40,57,
9311,89,95,
2220,48,60,
8417,62,69,
5700,62,93,
7977,58,40,
3992,2,41,
1632,22,42,
1287,63,32,
3813,15,19,
2160,12,54,
7524,88,92,
3662,90,30,
4249,96,99,
6278,10,50,
5570,8,18,
5073,30,35,
7011,63,0,
8918,97,74,
3871,87,24,
9278,82,55,
7186,33,94,
2736,0,89,
3555,84,91,
9122,71,86,
1139,48,11,
5659,66,68,
9975,40,53,
5032,61,45,
1639,28,87,
7086,39,18,
6426,61,76,
9106,70,80,
5927,38,45,
5828,35,74,
4356,23,56,
8389,58,99,
1051,84,17,
572,68,87,
3020,100,76,
4035,86,18,
8022,32,92,
9246,54,57,
4348,78,26,
5913,0,76,
6413,17,50,
5425,97,0,
9249,19,26,
9181,80,47,
510,2,38,
1098,4,53,
1547,27,94,
8897,74,82,
2862,15,59,
4298,57,46,
6900,3,6,
4721,81,16,
3141,52,58,
5241,73,97,
4823,53,78,
5438,4,8,
263,21,29,
2989,39,30,
1436,2,98,
475,91,35,
3012,33,4,
1388,97,67,
8998,82,18,
3670,90,86,
8684,14,0,
3489,21,26,
8951,70,96,
2595,55,97,
6675,95,62,
5554,77,94,
8502,92,71,
2437,20,57,
1332,41,82,
68,27,14,
8107,48,84,
3205,77,10,
1822,83,24,
5490,81,4,
2490,1,37,
3381,96,5,
9264,36,40,
9198,6,25,
3586,7,30,
9833,46,32,
8879,29,4,
3216,82,28,
6672,73,6,
2115,84,16,
9071,97,5,
6667,57,49,
9725,72,6,
5994,16,56,
2237,51,29,
3747,17,33,
8594,98,60,
3630,73,29,
5458,45,34,
2928,7,9,
5957,88,26,
2391,29,35,
6089,74,84,
9402,29,54,
2221,99,46,
6963,83,45,
6037,58,9,
9824,68,1,
6749,86,41,
4313,8,49,
7396,8,31,
5237,25,44,
392,28,92,
9709,96,91,
6129,48,55,
6240,51,83,
8471,87,8,
8867,21,12,
9215,14,0,
8745,50,76,
8259,5,95,
2964,54,4,
6707,64,4,
5254,41,21,
4733,46,47,
6460,20,81,
1151,66,25,
2863,85,5,
5407,2,12,
1590,21,96,
4022,60,51,
413,51,99,
5680,41,48,
5074,28,32,
6372,100,65,
6419,72,47,
5489,20,2,
5852,46,83,
2902,24,16,
5078,93,73,
4399,12,41,
8251,14,41,
2786,46,27,
92,80,22,
2663,75,56,
355,38,53,
4710,85,44,
909,55,64,
1835,89,83,
8828,24,62,
4454,67,79,
8485,56,4,
9328,21,27,
9162,100,52,
6348,92,24,
7483,97,1,
4161,83,92,
8331,82,85,
4977,58,84,
530,15,89,
3526,74,42,
5733,68,51,
4654,32,14,
2430,64,90,
9308,71,72,
6250,18,8,
3568,58,46,
9390,77,10,
7561,97,85,
2689,14,45,
3554,21,30,
5822,95,28,
3872,35,13,
6279,95,46,
2628,53,8,
4630,96,21,
1979,58,99,
9294,46,40,
7769,50,55,
695,79,93,
6670,51,74,
3900,68,71,
7284,12,45,
5644,56,74,
3470,83,89,
8559,77,53,
2243,62,61,
1968,47,96,
3546,20,63,
3590,21,15,
984,88,17,
7324,90,58,
3055,38,13,
6263,24,40,
2596,91,92,
74,57,3,
7180,67,91,
9139,19,56,
7164,62,26,
6018,87,24,
8922,32,54,
3482,40,42,
1568,12,61,
2224,38,35,
2444,20,25,
4393,96,92,
8429,69,43,
5047,35,99,
9010,14,7,
8794,55,42,
8084,64,49,
482,41,80,
1249,100,68,
1722,92,78,
7571,76,17,
8398,5,14,
998,72,44,
4331,0,20,
9803,70,72,
2691,46,82,
930,93,39,
4792,74,45,
8522,36,50,
7097,29,44,
5599,67,0,
1781,6,2,
3373,40,84,
3792,26,15,
6027,67,79,
2322,7,65,
9955,20,9,
7208,22,11,
470,33,41,
9030,18,6,
2474,84,67,
8001,92,93,
6294,57,2,
2570,95,32,
3653,24,69,
2154,93,46,
1200,35,8,
9861,22,14,
472,44,94,
5028,22,43,
9841,15,38,
8337,2,41,
8701,85,16,
6779,67,38,
1421,47,56,
6844,86,93,
5544,94,75,
6093,97,58,
4460,22,75,
1954,36,21,
4210,0,11,
4528,35,97,
538,86,59,
2252,62,100,
6704,58,63,
2806,2,4,
5818,39,14,
2209,32,78,
6768,94,100,
4186,25,29,
1511,2,48,
8209,10,90,
2836,12,59,
3610,62,30,
4499,82,82,
2815,89,64,
8233,13,21,
9320,20,41,
7869,64,67,
8131,85,85,
7453,79,39,
6035,53,38,
1901,95,45,
3771,15,79,
4327,3,12,
4624,33,10,
5049,98,69,
9985,44,69,
6399,40,14,
7516,2,100,
1427,97,48,
7774,9,68,
7953,16,33,
6249,78,58,
4532,100,25,
3592,56,44,
6647,58,47,
7674,53,45,
88,59,7,
8569,63,100,
1512,62,41,
3548,78,68,
9209,50,98,
6384,90,98,
9875,79,64,
5590,45,16,
8482,21,63,
4222,0,73,
4224,96,99,
3844,79,60,
2501,100,47,
3,9,92,
903,84,46,
6362,46,10,
9287,85,30,
1790,54,11,
6827,6,60,
1087,96,4,
1219,43,86,
1386,42,23,
2690,6,96,
3241,47,43,
4489,59,16,
9109,7,16,
7195,92,78,
2080,72,26,
8299,25,66,
8266,53,41,
4734,60,2,
4847,16,18,
4018,26,98,
8961,46,92,
8427,25,100,
7760,90,14,
8548,86,24,
2109,44,90,
6813,48,55,
8257,99,33,
5621,89,74,
7159,80,64,
7511,2,81,
6044,17,8,
1303,53,30,
975,92,70,
2247,44,60,
3173,39,47,
2811,34,47,
6083,10,82,
3060,85,9,
888,62,18,
1699,53,87,
8476,8,82,
1353,71,4,
1435,13,69,
7933,56,55,
4230,28,40,
479,50,43,
6048,72,46,
347,89,56,
4520,73,83,
158,80,94,
6772,3,42,
1987,52,87,
5767,76,58,
2381,14,82,
4132,85,73,
7533,77,14,
8264,38,56,
6677,62,11,
4650,91,30,
4368,9,31,
3393,83,65,
3935,39,22,
5788,88,73,
7945,26,97,
9561,33,61,
7204,70,86,
4705,38,87,
7419,87,43,
1764,60,27,
1581,22,99,
9710,56,20,
4438,49,26,
3348,96,13,
9457,18,12,
8645,70,44,
116,31,86,
796,44,14,
444,95,20,
3314,21,37,
6354,3,62,
770,39,84,
7491,85,91,
3866,87,67,
4162,38,19,
6567,86,62,
8956,82,87,
2679,77,1,
3625,77,64,
4711,62,32,
2455,70,47,
6365,63,16,
6610,10,91,
4495,47,88,
2199,80,73,
9135,85,17,
7472,72,26,
7465,13,74,
7871,77,38,
2146,2,73,
5272,36,17,
1754,100,94,
154,69,18,
8075,39,34,
8182,76,86,
9623,13,64,
5560,14,18,
9281,60,0,
3154,8,65,
7000,53,11,
6589,95,92,
8776,93,78,
4057,1,3,
5325,41,61,
7410,37,77,
9474,27,71,
8079,12,45,
4083,88,99,
7512,73,13,
9382,98,28,
8516,58,38,
7783,41,39,
9493,67,42,
402,75,81,
2219,52,68,
4850,11,26,
8063,82,29,
701,10,19,
1714,99,99,
4270,79,46,
9035,75,47,
4386,83,50,
4972,88,12,
8046,47,55,
8364,11,52,
7120,89,27,
3058,8,28,
1296,91,40,
2354,64,15,
7328,51,9,
4926,62,10,
5259,38,2,
1344,92,16,
6233,23,54,
9426,57,75,
5300,54,57,
6573,78,100,
5484,5,30,
9126,29,47,
9748,58,48,
5568,41,51,
3243,2,1,
3611,92,0,
4921,11,77,
9335,54,83,
9514,28,90,
7098,24,27,
6020,94,100,
4147,41,10,
4372,75,36,
4964,23,24,
3046,19,84,
8768,19,56,
9848,82,64,
2446,31,2,
9535,95,7,
5428,95,45,
1003,1,98,
9660,73,37,
1625,70,90,
3398,68,7,
5427,54,50,
686,14,31,
2830,58,92,
9727,96,99,
1574,14,17,
4538,61,4,
2800,31,1,
1500,70,27,
694,22,44,
4914,95,75,
6893,16,67,
2739,83,68,
6116,17,50,
1183,0,71,
7277,52,79,
6478,13,100,
6981,69,86,
187,6,64,
3754,72,24,
6653,5,23,
417,86,51,
8670,50,98,
6631,94,6,
9097,68,69,
6127,19,63,
4114,12,97,
9089,27,87,
306,93,41,
2574,66,46,
8144,27,80,
8332,78,60,
9509,43,48,
7024,50,8,
9312,0,52,
3425,7,84,
6816,76,31,
6884,18,44,
1906,35,12,
3108,19,29,
5243,60,34,
4115,45,63,
5409,31,77,
6032,37,1,
1235,19,44,
8852,35,45,
9252,14,44,
8760,28,32,
3297,67,72,
7168,23,96,
9306,88,78,
7224,87,53,
4325,28,26,
6440,80,80,
954,82,92,
1533,58,98,
1655,96,39,
7438,80,47,
8230,68,80,
5331,33,25,
2768,67,41,
238,77,6,
9081,30,29,
4931,97,68,
2017,46,74,
2092,84,81,
3842,81,53,
7797,55,88,
1127,94,40,
4140,3,59,
8716,22,20,
916,47,75,
3601,33,6,
725,42,59,
4196,7,86,
2390,59,55,
2447,6,67,
1762,82,14,
5531,22,94,
9740,28,37,
4752,69,100,
3961,41,34,
2927,81,100,
3341,58,39,
5667,97,76,
8882,24,7,
9962,45,1,
1431,96,19,
2488,27,88,
9456,94,31,
8565,21,0,
646,36,17,
3571,67,78,
9204,77,30,
6412,72,86,
4089,76,61,
8134,32,68,
6260,4,59,
7044,18,85,
5502,48,49,
9597,61,56,
4273,37,18,
1147,68,72,
7489,0,79,
6581,87,20,
8991,85,96,
1804,68,80,
2774,67,55,
6134,26,5,
9433,12,81,
1593,65,79,
8043,76,55,
7306,48,1,
5940,4,85,
8543,30,4,
3710,67,77,
3266,91,99,
9557,51,74,
2170,100,19,
831,34,21,
6283,50,83,
3083,56,57,
7832,33,10,
3254,73,56,
7927,14,67,
6941,35,69,
8486,31,40,
1439,49,46,
1485,10,11,
8461,27,6,
3370,21,4,
6202,74,54,
4002,73,67,
3235,27,66,
177,73,48,
4595,59,33,
521,26,9,
7923,57,53,
6286,20,1,
9191,75,2,
1677,64,41,
9412,53,59,
4578,41,53,
731,58,80,
6705,18,55,
120,29,40,
2090,80,6,
121,17,47,
9920,57,27,
7354,60,54,
927,91,70,
9486,26,52,
2657,53,40,
